Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
ギリシャのクレタ島やサントリーニ島のミノアの都市の家々では、下水道の遺構が発見されています。,在希腊克里特岛和圣托里尼米诺斯城市的房屋中发现了污水系统的遗迹。,"In the cities of Mycenae on the Greek islands of Crete and Santorini, sewer systems have been discovered.",0.2893
古代のエジプト、ペルシャ、中国にもトイレはありました。ローマ文明の時代には混浴公衆浴場設備の一部として設けられていた例もあります。,古埃及、波斯和中国也有厕所。在罗马文明中，厕所有时是男女混合的公共浴室的一部分。,"In ancient Egypt, Persia, and China, toilets also existed. During the Roman civilization era, some were established as part of public bathing facilities with mixed bathing options.",0.2937
何千マイルも離れた場所にいる相手に電話をかけると自動的に衛星を経由した通話になります。,你给远在千里之外的人打电话，就会用到卫星。,"When calling someone who is thousands of miles away, the call automatically goes through a satellite.",0.2371
宇宙にある人工衛星は通話を受信して、ほぼ瞬時にそれを反映します。,太空中的卫星接到电话后，几乎是立刻将其反射回去。,The artificial satellites in space receive calls and reflect them almost instantly.,0.2952
衛星はロケットで宇宙に送られました。科学者が宇宙で望遠鏡を使う理由は、地球の大気によって人間の視界に入る光や景色の一部が歪むからです。,卫星是由火箭发射到太空的。科学家在太空中使用望远镜是因为地球的大气层让某些光线和视野产生扭曲。,The satellite was sent into space by a rocket. The reason scientists use telescopes in space is that the Earth's atmosphere distorts some of the light and scenery that reaches human vision.,0.298
衛星や望遠鏡を打ち上げて宇宙空間に配備するためには、まず高さ100フィート以上の巨大ロケットが必要です。,要把卫星或望远镜送入太空，需要一枚超过 100 英尺高的巨型火箭。,"To launch satellites and telescopes into space, a massive rocket above 100 feet in height is required first.",0.3159
この車輪は信じられないほど世界を変えました。この車輪が私たちにもたらした最大の功績は、交通機関をはるかに乗り心地良く、かつ高速にしたことです。,车轮以不可思议的方式改变了世界。车轮对我们最大的贡献，是让我们的交通更加便捷。,This wheel has changed the world beyond belief. The greatest achievement this wheel brought to us is that it made transportation much more comfortable and faster.,0.2717
列車、車、その他の多くの交通手段がそこから生まれました。,有了它，我们才有了火车、汽车和许多其他交通工具。,"Trains, vehicles, and many other modes of transportation were born there.",0.2333
その下には、ウサギからカモシカや鹿までの中型の獲物を食べる中型の猫類が多くなります。,它们的下方是更多中等大小的猫科动物，它们吃的是中等大小的猎物，从兔子、羚羊到鹿都会吃。,"Below that, there are many medium-sized cats that eat medium-sized prey from rabbits to moose and deer.",0.2535
最後に、昆虫、げっ歯類、トカゲ、鳥といったはるかに多数の小さい獲物を餌とする小型の猫（野良猫を含む）が数多く生息しています。,最终，有许多小型的猫科动物（包括散养的宠物猫），以昆虫、啮齿动物、蜥蜴和鸟类等数量多得多的小型猎物为食。,"Finally, numerous small cats (including stray cats) that feed on a vast number of small prey such as insects, rodents, lizards, and birds live here.",0.2898
その成功の秘訣はニッチという概念であり、猫ごとに特別な仕事があり、他の猫と競合しないようにするということです。,它们成功的秘诀是利基概念，每只猫都负责一项特殊的工作，防止它们与其他猫竞争。,"The secret to its success is the concept of “niche”; each cat has a special role, and it’s important to avoid competing with other cats.",0.2851
ライオンは最も社交的なネコ科の動物であり、プライドと呼ばれる大集団で生活しています。,狮子是群居属性最明显的猫科动物，生活在称为狮群的大型群体中。,"Lions are the most social feline animals, living in large groups called prides.",0.2394
プライドは、1～3頭の血縁関係にあるオスと30頭余りのメスと子供たちで構成されます。,狮群由一到三只有亲属关系的成年雄性，以及可多达三十只的雌性和幼崽组成。,"The pride consists of 1–3 males with blood relatives, plus over 30 females and offspring.",0.2524
通常、メスたちは互いに血がつながっており、姉妹や娘からなる大家族を形成しています。,作为大家庭里的姐妹和女儿，雌性之间通常彼此关系密切。,"Usually, females are connected by blood, forming large families consisting of sisters and daughters.",0.2358
ライオンのプライドは、狼や犬の群れに似た行動を示し、動物は驚くほど行動のライオン（が、他の大きな猫）に似ていて、獲物を逃さずに仕留めます。,狮群的行为与狼群或狗群非常类似。这些动物与狮子的行为惊人地相似（但与其他大型猫科动物不同），而且这些行为对它们的猎物来说也是非常致命的。,"The pride of lions exhibits behavior similar to that of wolf or dog groups; the animals act in a way that is astonishingly like lions (or other large cats), capturing their prey without letting it escape.",0.3246
実に均整の取れた体で運動能力の高い虎は、（うまくはないものの）登ったり、泳いだり、長い距離を跳んだり、たくましい人間の5倍の力で引っ張ったりできます。,老虎是全能运动员，它会攀爬（虽然攀爬能力不是很强）、游泳、跳远，拉力能达到人类大力士的五倍。,"A tiger with a perfectly balanced body and high athletic ability can climb, swim, jump over long distances, and pull with five times the strength of a strong human—though not as skillfully.",0.308
