Model Name,hy-mt2-1.8b
IP Address/Port,74.2.96.26:32232
Parameters,"temperature=0.7,top_p=0.6,top_k=20,max_tokens=4096,repetition_penalty=1.05"

Input,Expected Output,Actual Output,Time Taken (s)
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.207
他喜欢在空闲时间听音乐。,He likes listening to music in his free time.,He likes listening to music in his free time.,0.215
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2024
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1995
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2063
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2064
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.1992
她喜欢读书。,She likes reading books.,She likes reading books.,0.1972
老师解释了科学原理。,The teacher explained the scientific principle.,The teacher explained the scientific principles.,0.1976
技术正在改变世界。,Technology is changing the world.,Technology is changing the world.,0.1963
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2043
警察调查了一起案件。,The police investigated a case.,The police investigated a case.,0.1906
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2146
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.1962
他要去市场。,He is going to the market.,He is going to the market.,0.2086
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1953
她正在为我们做饭。,She is cooking for us.,She is cooking for us.,0.1966
法官宣布了判决结果。,The judge announced the verdict.,The judge announced the verdict.,0.2023
律师向法庭提交了文件。,The lawyer submitted the documents to the court.,The lawyer submitted documents to the court.,0.2024
我最喜欢的颜色是蓝色。,My favorite color is blue.,My favorite color is blue.,0.1943
市场竞争变得更加激烈。,Market competition has become more intense.,The market competition has become more intense.,0.202
政府颁布了新的政策。,The government issued a new policy.,The government has issued new policies.,0.2072
学校鼓励创新和合作。,The school encourages innovation and collaboration.,The school encourages innovation and cooperation.,0.2098
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2009
研究人员开发了一种新药。,Researchers developed a new drug.,The researchers developed a new drug.,0.1949
医院提供了免费的疫苗。,The hospital provided free vaccines.,The hospital provides free vaccines.,0.1899
政府颁布了新的政策。,The government issued a new policy.,The government has issued new policies.,0.2115
她喜欢读书。,She likes reading books.,She likes reading books.,0.193
国家促进可持续发展。,The country promotes sustainable development.,The state promotes sustainable development.,0.2133
人们喜欢在假期旅行。,People like to travel during holidays.,People like to travel during holidays.,0.2076
明天我们要去海滩。,Tomorrow we are going to the beach.,Tomorrow we are going to the beach.,0.2107
减少污染可以改善空气质量。,Reducing pollution can improve air quality.,Reducing pollution can improve air quality.,0.1985
她喜欢读书。,She likes reading books.,She likes reading books.,0.2135
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.2449
公司投资了新项目。,The company invested in a new project.,The company invested in a new project.,0.2179
护士照顾了病人。,The nurse took care of the patient.,The nurse took care of the patient.,0.2004
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2124
孩子们在公园里玩耍。,Children play in the park.,The children are playing in the park.,0.2183
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.1945
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2086
公司推出了最新的手机。,The company launched the latest smartphone.,The company has launched the latest smartphone.,0.2005
顾客对产品非常满意。,Customers are very satisfied with the product.,The customers are very satisfied with the product.,0.2042
环境保护对未来非常重要。,Environmental protection is very important for the future.,Environmental protection is very important for the future.,0.2079
他们在公园踢足球。,They are playing football in the park.,They are playing soccer in the park.,0.1966
学生学习了分子生物学。,The student studied molecular biology.,Students have studied molecular biology.,0.2012
公司投资了新项目。,The company invested in a new project.,The company invested in new projects.,0.2127
气候变化影响全球生态系统。,Climate change affects global ecosystems.,Climate change affects global ecosystems.,0.1953
人工智能正在快速发展。,Artificial intelligence is developing rapidly.,Artificial intelligence is developing rapidly.,0.198
领导人发表了重要讲话。,The leader delivered an important speech.,The leader delivered an important speech.,0.2049
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2001
互联网连接了全球。,The internet connects the world.,The Internet connects the world.,0.2048
